CustomerID,LookalikeCustomerID,SimilarityScore
C0042,C0061,0.9961903694449452
C0042,C0150,0.992487073119075
C0042,C0120,0.9919450131189109
C0043,C0197,0.979851881139773
C0043,C0060,0.9780582181823055
C0043,C0150,0.9734171849419005
C0044,C0115,0.9889188248500835
C0044,C0085,0.9801843453292393
C0044,C0050,0.9755145929565642
C0045,C0104,0.9885862064074722
C0045,C0053,0.9872169136502071
C0045,C0122,0.9849069550387275
C0046,C0126,0.9987401046290292
C0046,C0136,0.9931174205975505
C0046,C0012,0.9841971076697886
C0047,C0049,0.9964295478089408
C0047,C0181,0.990829408292994
C0047,C0098,0.9855205477616975
C0048,C0183,0.9759569373505538
C0048,C0137,0.9742067126403943
C0048,C0016,0.9610548572434675
C0049,C0047,0.9964295478089408
C0049,C0098,0.981856386731934
C0049,C0181,0.9785787236479515
C0050,C0089,0.9900087499499802
C0050,C0044,0.9755145929565642
C0050,C0129,0.969158009100743
C0051,C0059,0.9988846146289735
C0051,C0022,0.9981547850479084
C0051,C0041,0.9960283544691728
C0052,C0144,0.971650695270792
C0052,C0078,0.970044643220335
C0052,C0129,0.9686896443483094
C0053,C0023,0.989028701417146
C0053,C0045,0.9872169136502071
C0053,C0153,0.9727646243316956
C0054,C0087,0.9991914295717459
C0054,C0013,0.994784152220635
C0054,C0022,0.9870927709860525
C0055,C0072,0.9999243530389348
C0055,C0190,0.9989791331158018
C0055,C0056,0.9986805725164236
C0056,C0072,0.9991087295502027
C0056,C0055,0.9986805725164236
C0056,C0190,0.9967150046130133
C0057,C0105,0.9953991190838499
C0057,C0039,0.9867540443372828
C0057,C0136,0.980856915726835
C0058,C0015,0.9996319763093875
C0058,C0097,0.9983446934755159
C0058,C0186,0.9980536594528723
C0059,C0022,0.9989301510910773
C0059,C0051,0.9988846146289735
C0059,C0041,0.9981180164001913
C0060,C0150,0.9916212046051529
C0060,C0198,0.9856820159541422
C0060,C0061,0.9856777809309386
C0061,C0150,0.9990697838272449
C0061,C0197,0.9972067798490195
C0061,C0042,0.9961903694449452
C0062,C0132,0.9966171828216054
C0062,C0150,0.9874459699683642
C0062,C0060,0.9835048646865795
C0063,C0020,0.997301877263219
C0063,C0014,0.9971453609533533
C0063,C0080,0.9968660681554345
C0064,C0114,0.9854459228562316
C0064,C0018,0.9409397877898004
C0064,C0187,0.939797058329649
C0065,C0051,0.9919208242191633
C0065,C0022,0.9883641851609478
C0065,C0059,0.9862865750268147
C0066,C0026,0.9936616222776281
C0066,C0115,0.9830724651552557
C0066,C0044,0.9743078303796397
C0067,C0075,0.9987340314038532
C0067,C0021,0.9963012557655232
C0067,C0068,0.9872533963925032
C0068,C0155,0.9951309799431802
C0068,C0021,0.9945092687830762
C0068,C0099,0.9901019861518235
C0069,C0189,0.9993635085715599
C0069,C0030,0.9981144362092675
C0069,C0076,0.9910306541679486
C0070,C0135,0.9873172949553307
C0070,C0166,0.9774971969728186
C0070,C0079,0.9383731047678343
C0071,C0198,0.9960746287751053
C0071,C0083,0.9917486905661961
C0071,C0112,0.9913545841279887
C0072,C0055,0.9999243530389348
C0072,C0056,0.9991087295502027
C0072,C0190,0.9990289737048064
C0073,C0005,0.9999661470927448
C0073,C0159,0.9997845881047508
C0073,C0112,0.9984374787378704
C0074,C0007,0.9891697355062194
C0074,C0125,0.9861628130811405
C0074,C0176,0.9807167620967572
C0075,C0067,0.9987340314038532
C0075,C0021,0.9984494930101507
C0075,C0068,0.9889761169695762
C0076,C0030,0.9969928760094754
C0076,C0189,0.9938657352487503
C0076,C0069,0.9910306541679486
C0077,C0009,0.9945396386077163
C0077,C0186,0.9772419970387209
C0077,C0097,0.9735489349020338
C0078,C0110,0.9988418163763321
C0078,C0129,0.9976163632463433
C0078,C0167,0.996720273043569
C0079,C0070,0.9383731047678343
C0079,C0196,0.9188967571433553
C0079,C0011,0.9170919741369081
C0080,C0063,0.9968660681554345
C0080,C0123,0.9968096741657917
C0080,C0058,0.9952864440647448
C0081,C0127,0.9833595854051329
C0081,C0124,0.9823558407546061
C0081,C0098,0.9809070385667105
C0082,C0188,0.9844460863311196
C0082,C0100,0.9819484061790221
C0082,C0045,0.9607442831951337
C0083,C0199,0.9991416695636012
C0083,C0071,0.9917486905661961
C0083,C0010,0.9907720503504293
C0084,C0194,0.9874788065455504
C0084,C0093,0.9830746938265312
C0084,C0024,0.9785769953539424
C0085,C0003,0.9872994779668146
C0085,C0115,0.9856813310024803
C0085,C0044,0.9801843453292393
C0086,C0103,0.9998431393936028
C0086,C0174,0.9997562178574326
C0086,C0106,0.9958080729402152
C0087,C0054,0.9991914295717459
C0087,C0013,0.9911572060218015
C0087,C0041,0.9905217429326016
C0088,C0164,0.922074505327581
C0088,C0121,0.8483785193465381
C0088,C0119,0.8456260390373377
C0089,C0050,0.9900087499499802
C0089,C0167,0.9807609023112164
C0089,C0110,0.9747673763343319
C0090,C0017,0.9975913482203136
C0090,C0008,0.9903320722072181
C0090,C0093,0.958914206003431
C0091,C0184,0.9120431724250557
C0091,C0161,0.8425723059771688
C0091,C0019,0.8168421693261531
C0092,C0085,0.9718000938953956
C0092,C0115,0.9690323465754364
C0092,C0044,0.9659549556877272
C0093,C0084,0.9830746938265312
C0093,C0017,0.9674483828671403
C0093,C0065,0.9658404560962311
C0094,C0121,0.9920432207814556
C0094,C0077,0.9643213537984789
C0094,C0009,0.957179993425842
C0095,C0197,0.99805201458157
C0095,C0130,0.9956653407998232
C0095,C0061,0.9948747160994029
C0096,C0171,0.9901320530173074
C0096,C0148,0.9749951992649009
C0096,C0200,0.9485507217581247
C0097,C0186,0.999639095762272
C0097,C0015,0.9992516062978661
C0097,C0058,0.9983446934755159
C0098,C0181,0.9910482538907489
C0098,C0047,0.9855205477616975
C0098,C0049,0.981856386731934
C0099,C0155,0.9978085113532449
C0099,C0169,0.991785946692187
C0099,C0068,0.9901019861518235
C0100,C0169,0.9854178433274541
C0100,C0188,0.9824879154876504
C0100,C0082,0.9819484061790221
C0101,C0156,0.9926754518351408
C0101,C0065,0.97684982792359
C0101,C0051,0.967959844950406
C0102,C0145,0.9889497234478932
C0102,C0188,0.9878648757648577
C0102,C0169,0.9832234813491184
C0103,C0086,0.9998431393936028
C0103,C0174,0.9993723663073841
C0103,C0106,0.9954601701718986
C0104,C0045,0.9885862064074722
C0104,C0108,0.9863187004713859
C0104,C0122,0.9840310251219182
C0105,C0057,0.9953991190838499
C0105,C0039,0.9878255175718265
C0105,C0195,0.976508767262283
C0106,C0038,0.999716535033946
C0106,C0134,0.9991050030508285
C0106,C0174,0.9973368728656222
C0107,C0011,0.9989096589109767
C0107,C0152,0.9749787304608278
C0107,C0001,0.971259509812222
C0108,C0162,0.987999814604879
C0108,C0004,0.9866475696072673
C0108,C0104,0.9863187004713859
C0109,C0175,0.9889180306965927
C0109,C0004,0.9814472503984354
C0109,C0173,0.9634565819703247
C0110,C0167,0.9991033296730771
C0110,C0078,0.9988418163763321
C0110,C0020,0.9956049051500698
C0111,C0069,0.9870201348685526
C0111,C0189,0.9866759051657398
C0111,C0030,0.9812747687380051
C0112,C0131,0.999261097666853
C0112,C0159,0.9991741600026361
C0112,C0005,0.9988051821353477
C0113,C0162,0.9879389988154531
C0113,C0108,0.9833738241256195
C0113,C0122,0.9753142788146137
C0114,C0064,0.9854459228562316
C0114,C0018,0.9800372378936233
C0114,C0187,0.978936827261492
C0115,C0044,0.9889188248500835
C0115,C0085,0.9856813310024803
C0115,C0026,0.9849436506918747
C0116,C0172,0.9831593940889213
C0116,C0127,0.966571454415431
C0116,C0154,0.9429441188004083
C0117,C0026,0.9669271780912624
C0117,C0066,0.9463448751996716
C0117,C0048,0.9181509686865716
C0118,C0179,0.9526067977985826
C0118,C0184,0.9500028275008379
C0118,C0001,0.9366869018564499
C0119,C0157,0.9472589464876423
C0119,C0094,0.8758844278460769
C0119,C0076,0.8659312225968891
C0120,C0042,0.9919450131189109
C0120,C0133,0.9889745664879143
C0120,C0061,0.987087005537408
C0121,C0094,0.9920432207814556
C0121,C0009,0.9510201255141572
C0121,C0077,0.9459181613626025
C0122,C0045,0.9849069550387275
C0122,C0108,0.9843592396889689
C0122,C0104,0.9840310251219182
C0123,C0015,0.9986661864754461
C0123,C0058,0.9980447111978908
C0123,C0180,0.9975551410300796
C0124,C0194,0.9829588606005235
C0124,C0081,0.9823558407546061
C0124,C0136,0.9796937149955077
C0125,C0176,0.9985845234198062
C0125,C0007,0.9982119952199967
C0125,C0193,0.9928784987146859
C0126,C0046,0.9987401046290292
C0126,C0136,0.9899629188597067
C0126,C0013,0.9826017253084393
C0127,C0081,0.9833595854051329
C0127,C0098,0.9705966417998764
C0127,C0116,0.966571454415431
C0128,C0130,0.9938938818428644
C0128,C0095,0.9879677406285858
C0128,C0197,0.9822275568475378
C0129,C0078,0.9976163632463433
C0129,C0144,0.9961821902997724
C0129,C0110,0.9933178147970121
C0130,C0095,0.9956653407998232
C0130,C0128,0.9938938818428644
C0130,C0140,0.9899292041523626
C0131,C0112,0.999261097666853
C0131,C0159,0.9972219056788235
C0131,C0005,0.9962738812956279
C0132,C0062,0.9966171828216054
C0132,C0150,0.9853836131727881
C0132,C0061,0.9842901029678361
C0133,C0073,0.9947418577329309
C0133,C0005,0.9939299816468937
C0133,C0159,0.9931465681413869
C0134,C0038,0.999712513113545
C0134,C0106,0.9991050030508285
C0134,C0160,0.9979310620529211
C0135,C0070,0.9873172949553307
C0135,C0176,0.9746458734209844
C0135,C0074,0.972518598825602
C0136,C0046,0.9931174205975505
C0136,C0126,0.9899629188597067
C0136,C0057,0.980856915726835
C0137,C0056,0.9954045541050273
C0137,C0072,0.9909425424745512
C0137,C0055,0.9902133653767882
C0138,C0114,0.9695912265676059
C0138,C0018,0.9516382999453729
C0138,C0187,0.9493323628428453
C0139,C0161,0.9926139567956621
C0139,C0162,0.9728278641039293
C0139,C0147,0.9720465287687452
C0140,C0130,0.9899292041523626
C0140,C0180,0.9881277119715649
C0140,C0095,0.9785114960996738
C0141,C0099,0.9839095180960166
C0141,C0155,0.9708365801954854
C0141,C0100,0.9680663665910405
C0142,C0031,0.9943960449512073
C0142,C0036,0.9824192943456049
C0142,C0032,0.9775093459334824
C0143,C0028,0.993142668938525
C0143,C0054,0.9812314138940046
C0143,C0013,0.9767435925290958
C0144,C0178,0.9967341848189318
C0144,C0036,0.9962148941469405
C0144,C0129,0.9961821902997724
C0145,C0102,0.9889497234478932
C0145,C0155,0.9862946357774403
C0145,C0099,0.9838871906455089
C0146,C0035,0.9995126053733843
C0146,C0177,0.9906844525107374
C0146,C0003,0.9682369000801666
C0147,C0161,0.9824928503606533
C0147,C0139,0.9720465287687452
C0147,C0109,0.9228683529713252
C0148,C0200,0.9949874290404281
C0148,C0096,0.9749951992649009
C0148,C0171,0.9348073409753613
C0149,C0037,0.9989057568748136
C0149,C0171,0.9812205603232762
C0149,C0096,0.9445228410554068
C0150,C0061,0.9990697838272449
C0150,C0197,0.9971645631034579
C0150,C0095,0.9926284055272202
C0151,C0178,0.9988494716763627
C0151,C0033,0.995430570054743
C0151,C0144,0.9949593431149428
C0152,C0001,0.9997522386317672
C0152,C0160,0.9857755240878366
C0152,C0107,0.9749787304608278
C0153,C0023,0.9951341798730412
C0153,C0053,0.9727646243316956
C0153,C0045,0.9530977247955732
C0154,C0195,0.9915296934426442
C0154,C0039,0.9832385741230132
C0154,C0127,0.9462277881767328
C0155,C0099,0.9978085113532449
C0155,C0068,0.9951309799431802
C0155,C0169,0.9932458401864356
C0156,C0101,0.9926754518351408
C0156,C0075,0.9858863144822673
C0156,C0067,0.9852466583735311
C0157,C0076,0.980530414359249
C0157,C0030,0.9624084005763643
C0157,C0189,0.9528874450722382
C0158,C0040,0.9350906918259752
C0158,C0074,0.89207344671004
C0158,C0193,0.8500083872211941
C0159,C0005,0.9998255571163368
C0159,C0073,0.9997845881047508
C0159,C0112,0.9991741600026361
C0160,C0134,0.9979310620529211
C0160,C0038,0.9961484937989228
C0160,C0106,0.9950047350361764
C0161,C0139,0.9926139567956621
C0161,C0147,0.9824928503606533
C0161,C0179,0.9582802572322022
C0162,C0108,0.987999814604879
C0162,C0113,0.9879389988154531
C0162,C0122,0.9793206810327222
C0163,C0200,0.939867287405109
C0163,C0148,0.930427593428519
C0163,C0170,0.8973324888971236
C0164,C0088,0.922074505327581
C0164,C0019,0.8783236958547536
C0164,C0086,0.8455852298537981
C0165,C0188,0.9719576813279119
C0165,C0102,0.9667672451488
C0165,C0104,0.9393032486105299
C0166,C0002,0.9893258417781315
C0166,C0070,0.9774971969728186
C0166,C0029,0.9768840937841814
C0167,C0110,0.9991033296730771
C0167,C0020,0.997453686619782
C0167,C0078,0.996720273043569
C0168,C0196,0.9412426631877315
C0168,C0171,0.8560710359843922
C0168,C0096,0.8492486944728511
C0169,C0155,0.9932458401864356
C0169,C0099,0.991785946692187
C0169,C0173,0.9911361696932514
C0170,C0200,0.9311745131168097
C0170,C0163,0.8973324888971236
C0170,C0148,0.891876147087378
C0171,C0096,0.9901320530173074
C0171,C0149,0.9812205603232762
C0171,C0037,0.9711666887677971
C0172,C0116,0.9831593940889213
C0172,C0127,0.9263447084623107
C0172,C0069,0.9238742923305864
C0173,C0004,0.9961808903468864
C0173,C0169,0.9911361696932514
C0173,C0175,0.9908459808801509
C0174,C0086,0.9997562178574326
C0174,C0103,0.9993723663073841
C0174,C0106,0.9973368728656222
C0175,C0004,0.9988262167236057
C0175,C0173,0.9908459808801509
C0175,C0109,0.9889180306965927
C0176,C0125,0.9985845234198062
C0176,C0007,0.994747258439781
C0176,C0131,0.9888024307649032
C0177,C0146,0.9906844525107374
C0177,C0003,0.9903709411364169
C0177,C0035,0.9859504698542858
C0178,C0151,0.9988494716763627
C0178,C0144,0.9967341848189318
C0178,C0078,0.9948755903873409
C0179,C0184,0.9712624882929628
C0179,C0139,0.971097824242879
C0179,C0161,0.9582802572322022
C0180,C0123,0.9975551410300796
C0180,C0015,0.9951675623822903
C0180,C0097,0.9942197300042005
C0181,C0098,0.9910482538907489
C0181,C0047,0.990829408292994
C0181,C0024,0.9889139629414
C0182,C0187,0.9996757666920392
C0182,C0018,0.9996006370050848
C0182,C0016,0.9958644187350262
C0183,C0016,0.9981685516170048
C0183,C0182,0.9915203686593744
C0183,C0187,0.9895173226140437
C0184,C0179,0.9712624882929628
C0184,C0118,0.9500028275008379
C0184,C0161,0.9453104017907844
C0185,C0089,0.9604891471120749
C0185,C0050,0.9498431045150342
C0185,C0080,0.8975327781245169
C0186,C0097,0.999639095762272
C0186,C0015,0.9986512957893019
C0186,C0058,0.9980536594528723
C0187,C0018,0.9999718317709685
C0187,C0182,0.9996757666920392
C0187,C0016,0.9952954429139165
C0188,C0102,0.9878648757648577
C0188,C0082,0.9844460863311196
C0188,C0100,0.9824879154876504
C0189,C0030,0.9994463810801822
C0189,C0069,0.9993635085715599
C0189,C0076,0.9938657352487503
C0190,C0191,0.9991263241504834
C0190,C0072,0.9990289737048064
C0190,C0055,0.9989791331158018
C0191,C0190,0.9991263241504834
C0191,C0072,0.9963230791710783
C0191,C0055,0.9962492491361116
C0192,C0025,0.9949725067243432
C0192,C0083,0.9892201326957226
C0192,C0029,0.988669424616906
C0193,C0007,0.9969711678223484
C0193,C0125,0.9928784987146859
C0193,C0159,0.9908195803494155
C0194,C0084,0.9874788065455504
C0194,C0024,0.985345521254056
C0194,C0124,0.9829588606005235
C0195,C0039,0.9980587065280362
C0195,C0154,0.9915296934426442
C0195,C0057,0.9782233698776611
C0196,C0168,0.9412426631877315
C0196,C0040,0.9255988366800838
C0196,C0079,0.9188967571433553
C0197,C0095,0.99805201458157
C0197,C0061,0.9972067798490195
C0197,C0150,0.9971645631034579
C0198,C0005,0.997754519141212
C0198,C0073,0.997429495879579
C0198,C0159,0.9965601347730685
C0199,C0083,0.9991416695636012
C0199,C0010,0.9951420601761614
C0199,C0071,0.9869967763759883
C0200,C0148,0.9949874290404281
C0200,C0096,0.9485507217581247
C0200,C0163,0.939867287405109
